id,title,image,description,language,categories,website,author,itunes_id
631,Generations Radio,http://is1.mzstatic.com/image/thumb/Music19/v4/d6/95/42/d69542aa-990e-627f-2741-a4afb86dd496/source/600x600bb.jpg,The latest feed from Generations Radio on SermonAudio.com.,English,Christianity | Religion & Spirituality,http://www.sermonaudio.com/generations,Kevin Swanson,262726659
632,Off the Centerline Podcast,http://is1.mzstatic.com/image/thumb/Music62/v4/d1/45/2c/d1452cd2-dd40-6acf-a36d-3571b43f8a5f/source/600x600bb.jpg,"Brian Stanton, Shelby Creech, and John Combs are just a few life-long martial artists who like to get together and discuss all things martial arts. Topics include everything from traditional styles, self-defense, MMA, and everything in between. And yes, there will be some reminiscing about the good old days.",English,Training | Fitness & Nutrition | Health | Sports & Recreation | Education | Amateur,http://offthecenterlinepodcast.com,Brian Stanton: Martial Artist & Instructional Designer,1033397625
633,A Whittle Bit of Commentary,http://is2.mzstatic.com/image/thumb/Music71/v4/68/4d/c2/684dc2fa-ef27-70a2-53b4-595cb3abe953/source/600x600bb.jpg,"A Whittle Bit of Commentary is a daily audio commentary hosted by Chad Whittle that covers the news, politics, culture, entertainment media and technology issues of the day. 
His on demand, daily commentaries can be listened to at ChadWhittle.com and on many other apps and social media platforms.
Whittle has over a decade of media experience including radio, newspapers, online and he also interned while in college at WSB-TV, Atlanta, which is the #1 TV station in Atlanta and one of the top local stations in America. While at WSB, he helped with local TV political debates and  also produced student led newscasts, and went out into the field with reporters. 
His most recent radio work included The Chad Whittle Weekend, which was a weekly two hour radio program that was heard on WDDQ FM Talk 92.1 Valdosta, Ga. He decided to step away from the program to concentrate on his graduate school work and to spend more time on his internet platforms including A Whittle Bit of Commentary. 
Chad received a Bachelors of Fine Arts in Broadcast/Journalism (2009) and a Masters of Arts in Communications (2014) from Valdosta State University. In 2015, he will begin a PHD program.",English,Religion & Spirituality | Society & Culture | News & Politics | Christianity,http://chadwhittle.com,Chad Whittle,737343884
634,5280 Church Podcast,http://is4.mzstatic.com/image/thumb/Music128/v4/8d/e6/e7/8de6e788-71a7-7783-71b0-e6ffc7e3f6bc/source/600x600bb.jpg,"Because the world needs more hope, genuine community and a clearer picture of God's love",English,Health | Self-Help | Society & Culture | Religion & Spirituality,http://www.5280church.com/podcast/,5280 Church,1208570355
635,Android Snacks,http://is1.mzstatic.com/image/thumb/Music128/v4/e6/43/57/e6435747-6cab-3018-75c7-266340292c8b/source/600x600bb.jpg,The TL;DR of last weeks Android developer news,English,Technology | Tech News,http://androidsnacks.com,Michael Scamell,1257573103
636,Gal Pals Present: Overkill,http://is5.mzstatic.com/image/thumb/Music118/v4/e1/40/a4/e140a414-ffec-55b7-4128-e4d20e51b32a/source/600x600bb.jpg,"After 19-year-old Aya Velasquez died mysteriously in Harding Park, no one seemed to care. At least not until a preteen medium accidentally summoned Aya herself to solve the mystery. With no memory of her death and no shortage of questions, Aya must make friends with her fellow ghosts and discover the truth behind the nation's most haunted park. Based on EVP audio recorded by M.A.A.G. (Mothers Against Aliens and Ghosts), Overkill is a comedy podcast, a murder mystery, and a love story all wrapped in one vaguely supernatural package.",English,Literature | Performing Arts | Arts | Comedy,galpalspresent.com/overkill,Lia Hagen,1322624859
637,Opera Box Score,http://is4.mzstatic.com/image/thumb/Music111/v4/86/d7/09/86d709c7-020e-cbb0-8f85-fba7190c1b57/source/600x600bb.jpg,America's talk radio show about opera.  Period.,English,Music,http://www.operaboxscore.com,From WNUR 89.3 FM Chicago,1068542093
638,Slingin' Quack,http://is3.mzstatic.com/image/thumb/Music71/v4/2d/79/a9/2d79a928-a6bb-eacd-b6fb-e6e60e6ecd26/source/600x600bb.jpg,Weekly podcast focusing on the Oregon Ducks and the Pac-12 from AddictedToQuack.com.,English,Sports & Recreation | College & High School,http://www.blogtalkradio.com/slinginquack,Slingin Quack,1077043672
639,Classical Performance Podcast,http://is5.mzstatic.com/image/thumb/Music6/v4/c1/50/e5/c150e575-20f8-fb09-3678-a8b960a8c5f7/source/600x600bb.jpg,"<p>
	The Classical Performance podcast features the very best live classical performances, recorded by WGBH and broadcast on WCRB. From local up-and-comers to world-renowned masters, the Classical Performance podcast is your source for classical music, on the go.</p>",English,Music,http://wgbh.org/classicalwcrb.org,WGBH,147511169
640,Learn to Code With Me,http://is2.mzstatic.com/image/thumb/Music71/v4/11/f0/8f/11f08f6a-a6da-5782-4443-352126c4d15f/source/600x600bb.jpg,"The Learn to Code With Me podcast, created by Laurence Bradford, is for aspiring techies and self-taught coders looking to transition into the tech industry. Want actionable insights on how you can get paid for your coding skills? Then you're in the right place!",English,Business | Technology | Education,http://learntocodewith.me/podcast,Laurence Bradford,1106620664
641,North Ridge Church - Audio,http://is1.mzstatic.com/image/thumb/Music91/v4/da/f3/14/daf314b0-abc8-2428-3dfb-a0c5da39fa19/source/600x600bb.jpg,"Weekly audio podcasts from North Ridge Church in Marshfield, Wisconsin.",English,Christianity | Other | Religion & Spirituality | Personal Journals | Society & Culture,http://northridgefamily.org,North Ridge Church | Marshfield,1228278330
642,No Such Thing As Grown Ups,http://is4.mzstatic.com/image/thumb/Music62/v4/17/b0/ca/17b0caa3-3216-9374-3f18-297d5e7009a5/source/600x600bb.jpg,"How to Survive the Pre-Apocalypse. A recovering grown ups guide to living life to the fullest, while preparing for the worst. Curtis & Tara are both successful NGU's (Non-Grown Ups) who make their living creating comics, video games and cartoons, while living in the middle of nowhere, let them show you how you can be a sucessful NGU too!  Plus there's usually improv. Chock full o' geeky, zombie, artsy, apocalyptic FUN! *WARNING: Not recommend for those still pretending to be Grown Up.",English,Society & Culture | Visual Arts | Arts | Comedy,http://nosuchthingasgrownups.com,Curtis Carey & Tara Audibert,687996186
643,Devocionales Cristianos para Mujeres,http://is4.mzstatic.com/image/thumb/Music111/v4/8c/20/13/8c2013bb-e056-be7c-ba16-e1e8b9e148f5/source/600x600bb.jpg,Meditaciones devocionales cristianas para mujeres.,Spanish,Religion & Spirituality | Christianity,http://www.ivoox.com/podcast-devocionales-cristianos-para-mujeres_sq_f1263960_1.html,evangelike,1078931460
644,People My Dog Would Like,http://is2.mzstatic.com/image/thumb/Music118/v4/c5/5f/9d/c55f9d81-733c-b639-72a4-addea133d359/source/600x600bb.jpg,"Welcome to People My Dog Would Like, a fresh new podcast where I get to sit around a digital campfire with you and explore what interesting people are doing with their game changing ideas, fresh initiatives and cool, out-of-the-box movements with an eye on the future. There are so many sticky, complex challenges we face in the world today that can fundamentally be solved through the exponential advances happening in technology. This podcast is about sharing some of this incredible information with you, to take note and use in your own life, to take advantage of all the endless opportunities that are out there for you to embrace.<br />
<br />
My name is Lizzie Mettam and I created this podcast to help drive conversation and action around how we can all work together towards solving some of these big issues. Whether it's what kind of work is opening up for us in our future economy, new education models to consider and trial, brilliant initiatives that help tackle social issues like homelessness, inequity, obesity and the massive rise in mental health problems..... even help with how to parent our children and teenagers in the digital age, this podcast is for you. <br />
<br />
I believe dogs are drawn to the kindness in people and they innately seem to know who of us out there is kind and compassionate. So I'm learning with Cha Cha, my gorgeous retriever who doesn't retrieve, to filter my guests and ideas, for a more compassionate future, a thoughtful future...... and together I'm hoping we can drive a positive conversation around the endless possibilities the future holds for all of us. So grab a chair, a stick and some marshmallows and enjoy the conversation.<br />
<br />
Opening music credit is the track, Helpless Blues, don't worry, the irony in the title is not lost on me, by the fabulous The Bamboos, a hot Melbourne band.",English,Business | Society & Culture | Technology | Arts | Education,http://lizziemettam.com/category/podcasts/,Lizzie Mettam,1272546202
645,DudeComedy Podcast,http://is3.mzstatic.com/image/thumb/Music111/v4/1e/3d/ca/1e3dcadf-c3a0-b216-25c5-1ab6de9ec5fd/source/600x600bb.jpg,"The DudeComedy Podcast is an hour long show of the most ridiculous discussions and debates you'll hear on the internet. Four friends tackle the week's hottest topics, asking the most absurd questions imaginable and rarely agreeing with each other when it comes to the most sensitive subjects or when offering life advice to our viewers. The show goes off the rails early and often and you never know where we'll end up. The show is hosted by current and former Youtube stars, MinnesotaBurns, MrTechnicalDifficult, ChaosxSilencer and a guy we took off the street, Colby.
If you enjoy the show, please leave a 5 star review and say hi to us on Twitter and Facebook",English,Games & Hobbies | Video Games | Comedy,https://audioboom.com/channel/dudecomedy-podcast,Audioboom,1193011100
646,"Simple Soul - Creating You, Love your Simple Soul",http://is1.mzstatic.com/image/thumb/Music118/v4/cb/c6/5c/cbc65c5a-2759-2b2d-229a-097981241a71/source/600x600bb.jpg,"Embrace the world around you and develop a love for yourself with Simple Soul - Creating You. Amy Holst and Tasha Fritz cut through this crazy life with humorous personal stories, research and practical tips in an effort to simplify life and help empower you to become connected to your real thoughts and feelings. Love your Simple Soul.",English,Health | Self-Help | Society & Culture,https://simplesoulat.wixsite.com/loveyoursimplesoul,Simple Soul,1307207812
647,"You, Marley & Me: The Podcast",http://is5.mzstatic.com/image/thumb/Music118/v4/bf/f7/78/bff778f3-aadf-9e7a-ebbf-688f181baab6/source/600x600bb.jpg,"Podcast by You, Marley & Me",English,Society & Culture,http://soundcloud.com/user-849884230,"You, Marley & Me",1326958947
648,Conlangery Podcast,http://is2.mzstatic.com/image/thumb/Music62/v4/40/3e/b7/403eb785-6257-3b0e-d439-74dcb93e3ee5/source/600x600bb.jpg,Conlangery is the podcast for language creators and enthusiasts of constructed languages.,English,Literature | Arts | Society & Culture | Games & Hobbies,http://conlangery.com,George Corley and William Annis,441275524
649,Talkback,http://is2.mzstatic.com/image/thumb/Music71/v4/68/bc/b8/68bcb8c1-0bcf-7386-4cf2-7cece8261039/source/600x600bb.jpg,"Highlights from Talkback. William Crawley and guests discuss the news headlines, chat to the people making them and ask you, the audience, what you think? From BBC Radio Ulster",English,News & Politics,http://www.bbc.co.uk/programmes/p02nrv77,BBC,284957283
650,Hillbilly Luchadore's Podcast,http://is5.mzstatic.com/image/thumb/Music118/v4/cb/4c/da/cb4cdad7-e8bc-3c94-93b7-13d1225e8858/source/600x600bb.jpg,"A southern man's commentary on life, music, and sports broadcast from Alabama",English,Comedy | Professional | Sports & Recreation,http://hillbillyluchadore.podomatic.com,Hillbilly Luchadore,998036492
651,Higher Self Voice Radio,http://is4.mzstatic.com/image/thumb/Music71/v4/4d/50/93/4d509390-4494-6cb8-ddd2-817de48a2d27/source/600x600bb.jpg,"The Higher Self Voice radio hosted by Janet Richmond! Tune into this fascinating show - every Wednesday from 10 am pacific time - as Janet Richmond leads listeners through an hour or two of rich, tantalizing, 5th dimensional, raw spiritual information direct from the Higher Selves!  2015 brings a shift to the show where Janet opens up the forum to share much more of the Higher Self information.  The breadth of the material is vast and Janet will offer many different perspectives sometimes delving into what may normally be seen as unknown.  Janet accepts on air (or via email) requests for healing, general questions or ideas of what topics would interest the listeners.  This is an amazing opportunity to call in and receive personal one-on-one help to help unclog areas of your life and/or to better understand your journey.  You even will get answers for what you had thought were unanswerable questions.  And as always, even listening to a healing for someone else will take you through the same transformative experience as the person it's directed toward. 
Since 2006, Janet Richmond has made it her life's effort to promote the Higher Self healing techniques to empower those who learn it so that they can start living the life they want and deserve. Janet offers many ways to begin utilizing the Neutralizing technique; from her book CHOICES - Neutralizing Your Negative Thoughts and Emotional Blueprints, to her radio show on Blog Talk radio, Private sessions, Meetups and Catalytic Art. Janet is also finishing up her second book 'Soul Psychology' and will be hosting online workshops in the near future.

 ""I have moved out into the world in order to share all that I have learned, to share the effective ways we can all change our lives. I have moved from feeling like a victim to knowing I am the creator of my present and future. It is something everyone can do with no special skills required. Everyone carries all we need inside as part who we truly are a",English,Self-Help | Health,http://www.blogtalkradio.com/janetrichmond,Higher Self Voice Radio,835192332
652,hr-iNFO Der Tag in Hessen,http://is4.mzstatic.com/image/thumb/Music71/v4/67/ae/47/67ae47b3-d5dd-88c7-7693-d9b35d515705/source/600x600bb.jpg,Das Wichtigste des Tages kompakt zusammengefasst,German,News & Politics,http://www.hr-inforadio.de/,hr,273944140
